,Unnamed: 0,similarity,sentence1,sentence2,label
8710,8710,contradiction,Two people wearing helmets riding in a four wheeler along next to the ocean.,Two people are climbing a tree.,0
8711,8711,contradiction,A group of people are hanging out outside.,Dogs are hanging out in the park.,0
8712,8712,contradiction,A dirt dog runs down a muddy shore.,A frog is jumping off of a rock.,0
8713,8713,contradiction,Three women down the street with trees in the background.,The women are on an airplane.,0
8714,8714,entailment,A subways worker checks the rail in a tunnel.,There are people working on the rails,1
8715,8715,neutral,A man in the foreground wearing a white shirt and black pants riding a bicycle with a basket in a busy street.,A man is bicycling outside with a dog in his basket.,2
8716,8716,contradiction,a violist playing next to an advertising sign,A violinist plays the flute next to an advertising sign.,0
8717,8717,neutral,An orchestra performing for an audience.,An orchestra performing for a big audience.,2
8718,8718,neutral,Barefoot worker on chair laying out roofing for small garden enclosure.,The worker is standing on a chair.,2
8719,8719,entailment,There is a large hole in the road.,The road developed a big hole.,1
8720,8720,neutral,A young boy is standing on a sports field holding a piece of sports equipment.,a boy is playing sports.,2
8721,8721,contradiction,A young man holding a white pipe against his mouth on a sidewalk with two girls sitting on the sidewalk.,A car just ran into a building.,0
8722,8722,contradiction,A young woman wearing a black tank top is listening to music on her MP3 player while standing in a crowd.,The young woman is standing alone by the sidewalk.,0
8723,8723,neutral,A dark-haired woman is placing a label on a cigar.,A woman makes cigars.,2
8724,8724,entailment,A Frisbee casts a shadow on the dog.,There is a dog and a frisbee.,1
8725,8725,contradiction,Two men are sparring and one is kicking a board.,Two women fight with rubber chickens,0
8726,8726,contradiction,Family in a living area playing a board game.,The family is playing a video game.,0
8727,8727,contradiction,A man in blue shirt pausing to have his picture taken finishing his barbecue meal.,The man's shirt is yellow,0
8728,8728,entailment,crowd of people with red construction hats standing around a oil pump.,people crowd around construction workers by an oil pump,1
8729,8729,entailment,A man is riding a horse with a braided mane while wearing full horse-riding gear.,A man is sitting on a horse.,1
8730,8730,neutral,"Three street performers play and sing in the streets, one is playing an accordion, and the other two sing, as people walk past.",Three performers are seeking donations.,2
8731,8731,neutral,A man in blue dress walks near a pond.,A man in blue walks near the pond to feed the ducks.,2
8732,8732,neutral,A little boy and girl riding their bikes down the sidewalk with training wheels on.,A brother and sister are playing together.,2
8733,8733,entailment,Ballerina dances with a mouse helmet on.,The dancer performs in the style known as ballet.,1
8734,8734,neutral,the man is giving the other man a haircut,The man is giving his friend a haircut.,2
8735,8735,neutral,"A girl stands next to a bike parked in front of a building while two men, one carrying a guitar, walk by.",The two men are friends of the girl.,2
8736,8736,contradiction,A man wearing a blue cap holds a rifle.,The man believes that guns are violent.,0
8737,8737,contradiction,A girl in the pink shirt is eating cotton candy with her mouth open.,A girl chokes on a turkey leg.,0
8738,8738,neutral,A man in work clothes is holding a chain.,A person getting ready to lock his bike up before work.,2
8739,8739,contradiction,A woman in a blue leotard performing on the balancing beam for gymnastics.,A man is rapping on the balancing beam.,0
8740,8740,neutral,Two oriental men are talking in front of a refrigerator in a store.,Two men are talking while drinking a beer.,2
8741,8741,contradiction,Several people are climbing a snow covered mountain.,A man climbs a sand dune.,0
8742,8742,neutral,Two women are jogging and three men are walking on a dirt trail.,Two women are jogging toward three men.,2
8743,8743,entailment,A small boy is playing a racing arcade game.,A boy is playing an arcade game.,1
8744,8744,entailment,A child sings at a religious service.,the child is at the service,1
8745,8745,entailment,Two men vie for a football.,The men view for football,1
8746,8746,neutral,The little boy wearing the blue shirt is putting dirt in his mouth.,A boy is in a sandbox.,2
8747,8747,contradiction,"Three elderly men look at books on display in a bookstore while a man and woman, both wearing white jackets, walk by.",A woman watches a movie on her laptop.,0
8748,8748,contradiction,A woman is eating fish at a restaurant.,A woman eats in the public park.,0
8749,8749,contradiction,An aerial shot of a small boy carrying a soccer ball.,The boy is holding a basketball.,0
8750,8750,neutral,"A man and woman are holding a sign that reads, ""Teaching Children for peace"".",A couple is picketing.,2
8751,8751,entailment,A tan dog and a black dog are biting each other in the face.,the dogs have faces,1
8752,8752,neutral,The men shake hands while another man and dogs look on.,Some men are greeting each other for the first time.,2
8753,8753,entailment,A shirtless man is skinning a fish while another man looks on in the background.,A human skinning,1
8754,8754,contradiction,A man standing in a white shirt is conducting a small group of violin players.,Bob is watching a large group of players.,0
8755,8755,neutral,The little girl playing dress up.,A small girl is dressing in her mom's clothes.,2
8756,8756,neutral,School children conduct a relay race.,"Young kids are on their school's track, passing a baton.",2
8757,8757,entailment,These people are riding in a boat.,There are humans taking a ride in a vehicle.,1
8758,8758,neutral,Three men are compacting soil in preparation to pour a concrete slab.,Three men are landscaping a yard.,2
8759,8759,contradiction,Two soldiers wearing camouflage are getting food from a woman in white as two people in white stand behind a counter watching.,Two soldiers in formal uniforms are marching in a parade while a crowd watches.,0
8760,8760,entailment,A group of people sit near a large red brick building in the grass.,Several people are seated by a large red building.,1
8761,8761,contradiction,A young father proudly smiles and poses with his two toddlers on a grass field.,Parents stand outside with their two children.,0
8762,8762,neutral,A man on a motorcycle racing a car in the distance.,the car is winning,2
8763,8763,entailment,A female softball player hit the ball and is running towards first base.,a softball player runs to first base,1
8764,8764,contradiction,An elderly man with a long gray beard is playing his flute while sitting on the ground.,An old man is playing his bagpipe.,0
8765,8765,neutral,A rock band performs in a dark venue.,Rising rock stars are in a dim concert hall.,2
8766,8766,entailment,A surfer showered in the spray of a wave.,A surfer hit a big wave and got showered.,1
8767,8767,neutral,A woman in a yellow bathing suit gets ready to jump in the water to join someone.,A woman prepares to jump in a pool with her friend.,2
8768,8768,entailment,A person is skiing down a icy hill wearing safety gear.,A skier flies down the hill.,1
8769,8769,entailment,A large number of workers in brightly-colored safety vests stand around and near a large sinkhole in a brick-paved street.,the men are in a city.,1
8770,8770,neutral,The black dog has a toy in its mouth and a person stands nearby.,A person stands next to their black dog with a toy.,2
8771,8771,entailment,A child wearing lab goggles works on an electronic device.,A child is using a device.,1
8772,8772,entailment,A lady is riding down the road on a motorcycle with a person with a white helmet.,A lady is on a motorcycle.,1
8773,8773,entailment,A man in a white hoodie relaxes in a chair by a fountain.,A man is sitting down.,1
8774,8774,neutral,A man is jumping through the air.,the man is catching a ball,2
8775,8775,contradiction,A boy with blue face paint sucks his thumb.,A boy with blue face paint sucks his thumb.,0
8776,8776,neutral,A skier catches air over the snow.,The skier is going fast.,2
8777,8777,contradiction,A man with long hair and a green striped shirt talks to a woman who is listening intently.,A man is talking to a dog.,0
